UF,código do município,Município,descrição,data,Valor
MA,211130,Ma-Sao Luis,Admissões,2020-04-01,4156.0
MA,211130,Ma-Sao Luis,Desligamentos,2020-04-01,6150.0
MA,211130,Ma-Sao Luis,Saldos,2020-04-01,-1994.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2020-04-01,-0.87
MA,211130,Ma-Sao Luis,Estoque,2020-05-01,249425.0
MA,211130,Ma-Sao Luis,Admissões,2020-05-01,5621.0
MA,211130,Ma-Sao Luis,Desligamentos,2020-05-01,4491.0
MA,211130,Ma-Sao Luis,Saldos,2020-05-01,1130.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2020-05-01,0.46
MA,211130,Ma-Sao Luis,Estoque,2020-06-01,251467.0
MA,211130,Ma-Sao Luis,Admissões,2020-06-01,6203.0
MA,211130,Ma-Sao Luis,Desligamentos,2020-06-01,4161.0
MA,211130,Ma-Sao Luis,Saldos,2020-06-01,2042.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2020-06-01,0.86
MA,211130,Ma-Sao Luis,Estoque,2020-07-01,253474.0
MA,211130,Ma-Sao Luis,Admissões,2020-07-01,6335.0
MA,211130,Ma-Sao Luis,Desligamentos,2020-07-01,4328.0
MA,211130,Ma-Sao Luis,Saldos,2020-07-01,2007.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2020-07-01,0.85
MA,211130,Ma-Sao Luis,Estoque,2020-08-01,256441.0
MA,211130,Ma-Sao Luis,Admissões,2020-08-01,7773.0
MA,211130,Ma-Sao Luis,Desligamentos,2020-08-01,4806.0
MA,211130,Ma-Sao Luis,Saldos,2020-08-01,2967.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2020-08-01,1.24
MA,211130,Ma-Sao Luis,Estoque,2020-09-01,258266.0
MA,211130,Ma-Sao Luis,Admissões,2020-09-01,6817.0
MA,211130,Ma-Sao Luis,Desligamentos,2020-09-01,4992.0
MA,211130,Ma-Sao Luis,Saldos,2020-09-01,1825.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2020-09-01,0.71
MA,211130,Ma-Sao Luis,Estoque,2020-10-01,260315.0
MA,211130,Ma-Sao Luis,Admissões,2020-10-01,7607.0
MA,211130,Ma-Sao Luis,Desligamentos,2020-10-01,5558.0
MA,211130,Ma-Sao Luis,Saldos,2020-10-01,2049.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2020-10-01,0.79
MA,211130,Ma-Sao Luis,Estoque,2020-11-01,262359.0
MA,211130,Ma-Sao Luis,Admissões,2020-11-01,7448.0
MA,211130,Ma-Sao Luis,Desligamentos,2020-11-01,5404.0
MA,211130,Ma-Sao Luis,Saldos,2020-11-01,2044.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2020-11-01,0.83
MA,211130,Ma-Sao Luis,Estoque,2020-12-01,261674.0
MA,211130,Ma-Sao Luis,Admissões,2020-12-01,5488.0
MA,211130,Ma-Sao Luis,Desligamentos,2020-12-01,6173.0
MA,211130,Ma-Sao Luis,Saldos,2020-12-01,-685.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2020-12-01,-0.29
MA,211130,Ma-Sao Luis,Estoque,2021-01-01,261866.0
MA,211130,Ma-Sao Luis,Admissões,2021-01-01,6902.0
MA,211130,Ma-Sao Luis,Desligamentos,2021-01-01,6710.0
MA,211130,Ma-Sao Luis,Saldos,2021-01-01,192.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2021-01-01,0.07
MA,211130,Ma-Sao Luis,Estoque,2021-02-01,263124.0
MA,211130,Ma-Sao Luis,Admissões,2021-02-01,7474.0
MA,211130,Ma-Sao Luis,Desligamentos,2021-02-01,6216.0
MA,211130,Ma-Sao Luis,Saldos,2021-02-01,1258.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2021-02-01,0.51
MA,211130,Ma-Sao Luis,Estoque,2021-03-01,265463.0
MA,211130,Ma-Sao Luis,Admissões,2021-03-01,8102.0
MA,211130,Ma-Sao Luis,Desligamentos,2021-03-01,5763.0
MA,211130,Ma-Sao Luis,Saldos,2021-03-01,2339.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2021-03-01,0.94
MA,211130,Ma-Sao Luis,Estoque,2021-04-01,267217.0
MA,211130,Ma-Sao Luis,Admissões,2021-04-01,7268.0
MA,211130,Ma-Sao Luis,Desligamentos,2021-04-01,5514.0
MA,211130,Ma-Sao Luis,Saldos,2021-04-01,1754.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2021-04-01,0.7
MA,211130,Ma-Sao Luis,Estoque,2021-05-01,268533.0
MA,211130,Ma-Sao Luis,Admissões,2021-05-01,6936.0
MA,211130,Ma-Sao Luis,Desligamentos,2021-05-01,5620.0
MA,211130,Ma-Sao Luis,Saldos,2021-05-01,1316.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2021-05-01,0.52
MA,211130,Ma-Sao Luis,Estoque,2021-06-01,272198.0
MA,211130,Ma-Sao Luis,Admissões,2021-06-01,8995.0
MA,211130,Ma-Sao Luis,Desligamentos,2021-06-01,5330.0
MA,211130,Ma-Sao Luis,Saldos,2021-06-01,3665.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2021-06-01,1.45
MA,211130,Ma-Sao Luis,Estoque,2021-07-01,274475.0
MA,211130,Ma-Sao Luis,Admissões,2021-07-01,8430.0
MA,211130,Ma-Sao Luis,Desligamentos,2021-07-01,6153.0
MA,211130,Ma-Sao Luis,Saldos,2021-07-01,2277.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2021-07-01,0.89
MA,211130,Ma-Sao Luis,Estoque,2021-08-01,276830.0
MA,211130,Ma-Sao Luis,Admissões,2021-08-01,8395.0
MA,211130,Ma-Sao Luis,Desligamentos,2021-08-01,6040.0
MA,211130,Ma-Sao Luis,Saldos,2021-08-01,2355.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2021-08-01,0.91
MA,211130,Ma-Sao Luis,Estoque,2021-09-01,278864.0
MA,211130,Ma-Sao Luis,Admissões,2021-09-01,7970.0
MA,211130,Ma-Sao Luis,Desligamentos,2021-09-01,5936.0
MA,211130,Ma-Sao Luis,Saldos,2021-09-01,2034.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2021-09-01,0.78
MA,211130,Ma-Sao Luis,Estoque,2021-10-01,281703.0
MA,211130,Ma-Sao Luis,Admissões,2021-10-01,8845.0
MA,211130,Ma-Sao Luis,Desligamentos,2021-10-01,6006.0
MA,211130,Ma-Sao Luis,Saldos,2021-10-01,2839.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2021-10-01,1.08
MA,211130,Ma-Sao Luis,Estoque,2021-11-01,282795.0
MA,211130,Ma-Sao Luis,Admissões,2021-11-01,7671.0
MA,211130,Ma-Sao Luis,Desligamentos,2021-11-01,6579.0
MA,211130,Ma-Sao Luis,Saldos,2021-11-01,1092.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2021-11-01,0.41
MA,211130,Ma-Sao Luis,Estoque,2021-12-01,282806.0
MA,211130,Ma-Sao Luis,Admissões,2021-12-01,7154.0
MA,211130,Ma-Sao Luis,Desligamentos,2021-12-01,7143.0
MA,211130,Ma-Sao Luis,Saldos,2021-12-01,11.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2021-12-01,0.0
MA,211130,Ma-Sao Luis,Estoque,2022-01-01,282843.0
MA,211130,Ma-Sao Luis,Admissões,2022-01-01,8046.0
MA,211130,Ma-Sao Luis,Desligamentos,2022-01-01,8009.0
MA,211130,Ma-Sao Luis,Saldos,2022-01-01,37.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2022-01-01,0.01
MA,211130,Ma-Sao Luis,Estoque,2022-02-01,284933.0
MA,211130,Ma-Sao Luis,Admissões,2022-02-01,9508.0
MA,211130,Ma-Sao Luis,Desligamentos,2022-02-01,7418.0
MA,211130,Ma-Sao Luis,Saldos,2022-02-01,2090.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2022-02-01,0.78
MA,211130,Ma-Sao Luis,Estoque,2022-03-01,286083.0
MA,211130,Ma-Sao Luis,Admissões,2022-03-01,9026.0
MA,211130,Ma-Sao Luis,Desligamentos,2022-03-01,7876.0
MA,211130,Ma-Sao Luis,Saldos,2022-03-01,1150.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2022-03-01,0.42
MA,211130,Ma-Sao Luis,Estoque,2022-04-01,288262.0
MA,211130,Ma-Sao Luis,Admissões,2022-04-01,9646.0
MA,211130,Ma-Sao Luis,Desligamentos,2022-04-01,7467.0
MA,211130,Ma-Sao Luis,Saldos,2022-04-01,2179.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2022-04-01,0.81
MA,211130,Ma-Sao Luis,Estoque,2022-05-01,290669.0
MA,211130,Ma-Sao Luis,Admissões,2022-05-01,9868.0
MA,211130,Ma-Sao Luis,Desligamentos,2022-05-01,7461.0
MA,211130,Ma-Sao Luis,Saldos,2022-05-01,2407.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2022-05-01,0.88
MA,211130,Ma-Sao Luis,Estoque,2022-06-01,293520.0
MA,211130,Ma-Sao Luis,Admissões,2022-06-01,10477.0
MA,211130,Ma-Sao Luis,Desligamentos,2022-06-01,7626.0
MA,211130,Ma-Sao Luis,Saldos,2022-06-01,2851.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2022-06-01,1.04
MA,211130,Ma-Sao Luis,Estoque,2022-07-01,296566.0
MA,211130,Ma-Sao Luis,Admissões,2022-07-01,11446.0
MA,211130,Ma-Sao Luis,Desligamentos,2022-07-01,8400.0
MA,211130,Ma-Sao Luis,Saldos,2022-07-01,3046.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2022-07-01,1.1
MA,211130,Ma-Sao Luis,Estoque,2022-08-01,299274.0
MA,211130,Ma-Sao Luis,Admissões,2022-08-01,11888.0
MA,211130,Ma-Sao Luis,Desligamentos,2022-08-01,9180.0
MA,211130,Ma-Sao Luis,Saldos,2022-08-01,2708.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2022-08-01,0.96
MA,211130,Ma-Sao Luis,Estoque,2022-09-01,303449.0
MA,211130,Ma-Sao Luis,Admissões,2022-09-01,11677.0
MA,211130,Ma-Sao Luis,Desligamentos,2022-09-01,7502.0
MA,211130,Ma-Sao Luis,Saldos,2022-09-01,4175.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2022-09-01,1.46
MA,211130,Ma-Sao Luis,Estoque,2022-10-01,305465.0
MA,211130,Ma-Sao Luis,Admissões,2022-10-01,9244.0
MA,211130,Ma-Sao Luis,Desligamentos,2022-10-01,7228.0
MA,211130,Ma-Sao Luis,Saldos,2022-10-01,2016.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2022-10-01,0.7
MA,211130,Ma-Sao Luis,Estoque,2022-11-01,306757.0
MA,211130,Ma-Sao Luis,Admissões,2022-11-01,9245.0
MA,211130,Ma-Sao Luis,Desligamentos,2022-11-01,7953.0
MA,211130,Ma-Sao Luis,Saldos,2022-11-01,1292.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2022-11-01,0.44
MA,211130,Ma-Sao Luis,Estoque,2022-12-01,304858.0
MA,211130,Ma-Sao Luis,Admissões,2022-12-01,6668.0
MA,211130,Ma-Sao Luis,Desligamentos,2022-12-01,8567.0
MA,211130,Ma-Sao Luis,Saldos,2022-12-01,-1899.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2022-12-01,-0.65
MA,211130,Ma-Sao Luis,Estoque,2023-01-01,304949.0
MA,211130,Ma-Sao Luis,Admissões,2023-01-01,8654.0
MA,211130,Ma-Sao Luis,Desligamentos,2023-01-01,8563.0
MA,211130,Ma-Sao Luis,Saldos,2023-01-01,91.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2023-01-01,0.03
MA,211130,Ma-Sao Luis,Estoque,2023-02-01,305439.0
MA,211130,Ma-Sao Luis,Admissões,2023-02-01,8044.0
MA,211130,Ma-Sao Luis,Desligamentos,2023-02-01,7554.0
MA,211130,Ma-Sao Luis,Saldos,2023-02-01,490.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2023-02-01,0.17
MA,211130,Ma-Sao Luis,Estoque,2023-03-01,306778.0
MA,211130,Ma-Sao Luis,Admissões,2023-03-01,9614.0
MA,211130,Ma-Sao Luis,Desligamentos,2023-03-01,8275.0
MA,211130,Ma-Sao Luis,Saldos,2023-03-01,1339.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2023-03-01,0.46
MA,211130,Ma-Sao Luis,Estoque,2023-04-01,308526.0
MA,211130,Ma-Sao Luis,Admissões,2023-04-01,8675.0
MA,211130,Ma-Sao Luis,Desligamentos,2023-04-01,6927.0
MA,211130,Ma-Sao Luis,Saldos,2023-04-01,1748.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2023-04-01,0.6
MA,211130,Ma-Sao Luis,Estoque,2023-05-01,309395.0
MA,211130,Ma-Sao Luis,Admissões,2023-05-01,8913.0
MA,211130,Ma-Sao Luis,Desligamentos,2023-05-01,8044.0
MA,211130,Ma-Sao Luis,Saldos,2023-05-01,869.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2023-05-01,0.3
MA,211130,Ma-Sao Luis,Estoque,2023-06-01,310352.0
MA,211130,Ma-Sao Luis,Admissões,2023-06-01,9668.0
MA,211130,Ma-Sao Luis,Desligamentos,2023-06-01,8711.0
MA,211130,Ma-Sao Luis,Saldos,2023-06-01,957.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2023-06-01,0.33
MA,211130,Ma-Sao Luis,Estoque,2023-07-01,311039.0
MA,211130,Ma-Sao Luis,Admissões,2023-07-01,9235.0
MA,211130,Ma-Sao Luis,Desligamentos,2023-07-01,8548.0
MA,211130,Ma-Sao Luis,Saldos,2023-07-01,687.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2023-07-01,0.23
MA,211130,Ma-Sao Luis,Estoque,2023-08-01,312568.0
MA,211130,Ma-Sao Luis,Admissões,2023-08-01,10919.0
MA,211130,Ma-Sao Luis,Desligamentos,2023-08-01,9390.0
MA,211130,Ma-Sao Luis,Saldos,2023-08-01,1529.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2023-08-01,0.52
MA,211130,Ma-Sao Luis,Estoque,2023-09-01,313580.0
MA,211130,Ma-Sao Luis,Admissões,2023-09-01,9651.0
MA,211130,Ma-Sao Luis,Desligamentos,2023-09-01,8639.0
MA,211130,Ma-Sao Luis,Saldos,2023-09-01,1012.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2023-09-01,0.34
MA,211130,Ma-Sao Luis,Estoque,2023-10-01,314871.0
MA,211130,Ma-Sao Luis,Admissões,2023-10-01,9253.0
MA,211130,Ma-Sao Luis,Desligamentos,2023-10-01,7962.0
MA,211130,Ma-Sao Luis,Saldos,2023-10-01,1291.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2023-10-01,0.43
MA,211130,Ma-Sao Luis,Estoque,2023-11-01,315708.0
MA,211130,Ma-Sao Luis,Admissões,2023-11-01,9160.0
MA,211130,Ma-Sao Luis,Desligamentos,2023-11-01,8323.0
MA,211130,Ma-Sao Luis,Saldos,2023-11-01,837.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2023-11-01,0.28
MA,211130,Ma-Sao Luis,Estoque,2023-12-01,314114.0
MA,211130,Ma-Sao Luis,Admissões,2023-12-01,6982.0
MA,211130,Ma-Sao Luis,Desligamentos,2023-12-01,8576.0
MA,211130,Ma-Sao Luis,Saldos,2023-12-01,-1594.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2023-12-01,-0.53
MA,211130,Ma-Sao Luis,Estoque,2024-01-01,313568.0
MA,211130,Ma-Sao Luis,Admissões,2024-01-01,8603.0
MA,211130,Ma-Sao Luis,Desligamentos,2024-01-01,9149.0
MA,211130,Ma-Sao Luis,Saldos,2024-01-01,-546.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2024-01-01,-0.17
MA,211130,Ma-Sao Luis,Estoque,2024-02-01,312030.0
MA,211130,Ma-Sao Luis,Admissões,2024-02-01,8147.0
MA,211130,Ma-Sao Luis,Desligamentos,2024-02-01,9685.0
MA,211130,Ma-Sao Luis,Saldos,2024-02-01,-1538.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2024-02-01,-0.49
MA,211130,Ma-Sao Luis,Estoque,2024-03-01,313242.0
MA,211130,Ma-Sao Luis,Admissões,2024-03-01,10346.0
MA,211130,Ma-Sao Luis,Desligamentos,2024-03-01,9134.0
MA,211130,Ma-Sao Luis,Saldos,2024-03-01,1212.0
MA,211130,Ma-Sao Luis,Variação Relativa (%),2024-03-01,0.39
PI,221100,Pi-Teresina,Estoque,2020-01-01,182948.0
PI,221100,Pi-Teresina,Admissões,2020-01-01,4660.0
PI,221100,Pi-Teresina,Desligamentos,2020-01-01,4662.0
PI,221100,Pi-Teresina,Saldos,2020-01-01,-2.0
PI,221100,Pi-Teresina,Estoque,2020-02-01,182948.0
PI,221100,Pi-Teresina,Admissões,2020-02-01,4226.0
PI,221100,Pi-Teresina,Desligamentos,2020-02-01,4181.0
PI,221100,Pi-Teresina,Saldos,2020-02-01,45.0
PI,221100,Pi-Teresina,Variação Relativa (%),2020-02-01,-0.01
PI,221100,Pi-Teresina,Estoque,2020-03-01,182415.0
PI,221100,Pi-Teresina,Admissões,2020-03-01,4444.0
PI,221100,Pi-Teresina,Desligamentos,2020-03-01,4977.0
PI,221100,Pi-Teresina,Saldos,2020-03-01,-533.0
PI,221100,Pi-Teresina,Variação Relativa (%),2020-03-01,-0.33
PI,221100,Pi-Teresina,Estoque,2020-04-01,177963.0
PI,221100,Pi-Teresina,Admissões,2020-04-01,1257.0
PI,221100,Pi-Teresina,Desligamentos,2020-04-01,5709.0
PI,221100,Pi-Teresina,Saldos,2020-04-01,-4452.0
PI,221100,Pi-Teresina,Variação Relativa (%),2020-04-01,-2.58
PI,221100,Pi-Teresina,Estoque,2020-05-01,175261.0
PI,221100,Pi-Teresina,Admissões,2020-05-01,1432.0
PI,221100,Pi-Teresina,Desligamentos,2020-05-01,4134.0
PI,221100,Pi-Teresina,Saldos,2020-05-01,-2702.0
PI,221100,Pi-Teresina,Variação Relativa (%),2020-05-01,-1.61
PI,221100,Pi-Teresina,Estoque,2020-06-01,174409.0
PI,221100,Pi-Teresina,Admissões,2020-06-01,2464.0
PI,221100,Pi-Teresina,Desligamentos,2020-06-01,3316.0
PI,221100,Pi-Teresina,Saldos,2020-06-01,-852.0
PI,221100,Pi-Teresina,Variação Relativa (%),2020-06-01,-0.52
PI,221100,Pi-Teresina,Estoque,2020-07-01,174817.0
PI,221100,Pi-Teresina,Admissões,2020-07-01,3160.0
PI,221100,Pi-Teresina,Desligamentos,2020-07-01,2752.0
PI,221100,Pi-Teresina,Saldos,2020-07-01,408.0
PI,221100,Pi-Teresina,Variação Relativa (%),2020-07-01,0.17
PI,221100,Pi-Teresina,Estoque,2020-08-01,176156.0
PI,221100,Pi-Teresina,Admissões,2020-08-01,4343.0
PI,221100,Pi-Teresina,Desligamentos,2020-08-01,3004.0
PI,221100,Pi-Teresina,Saldos,2020-08-01,1339.0
PI,221100,Pi-Teresina,Variação Relativa (%),2020-08-01,0.84
PI,221100,Pi-Teresina,Estoque,2020-09-01,177717.0
PI,221100,Pi-Teresina,Admissões,2020-09-01,4969.0
PI,221100,Pi-Teresina,Desligamentos,2020-09-01,3408.0
PI,221100,Pi-Teresina,Saldos,2020-09-01,1561.0
PI,221100,Pi-Teresina,Variação Relativa (%),2020-09-01,1.0
PI,221100,Pi-Teresina,Estoque,2020-10-01,180445.0
PI,221100,Pi-Teresina,Admissões,2020-10-01,5902.0
PI,221100,Pi-Teresina,Desligamentos,2020-10-01,3174.0
PI,221100,Pi-Teresina,Saldos,2020-10-01,2728.0
PI,221100,Pi-Teresina,Variação Relativa (%),2020-10-01,1.6
PI,221100,Pi-Teresina,Estoque,2020-11-01,182334.0
PI,221100,Pi-Teresina,Admissões,2020-11-01,5142.0
PI,221100,Pi-Teresina,Desligamentos,2020-11-01,3253.0
PI,221100,Pi-Teresina,Saldos,2020-11-01,1889.0
PI,221100,Pi-Teresina,Variação Relativa (%),2020-11-01,1.12
PI,221100,Pi-Teresina,Estoque,2020-12-01,182673.0
PI,221100,Pi-Teresina,Admissões,2020-12-01,4057.0
PI,221100,Pi-Teresina,Desligamentos,2020-12-01,3718.0
PI,221100,Pi-Teresina,Saldos,2020-12-01,339.0
PI,221100,Pi-Teresina,Variação Relativa (%),2020-12-01,0.2
PI,221100,Pi-Teresina,Estoque,2021-01-01,183734.0
PI,221100,Pi-Teresina,Admissões,2021-01-01,5386.0
PI,221100,Pi-Teresina,Desligamentos,2021-01-01,4325.0
PI,221100,Pi-Teresina,Saldos,2021-01-01,1061.0
PI,221100,Pi-Teresina,Variação Relativa (%),2021-01-01,0.62
PI,221100,Pi-Teresina,Estoque,2021-02-01,185220.0
PI,221100,Pi-Teresina,Admissões,2021-02-01,5981.0
PI,221100,Pi-Teresina,Desligamentos,2021-02-01,4495.0
PI,221100,Pi-Teresina,Saldos,2021-02-01,1486.0
PI,221100,Pi-Teresina,Variação Relativa (%),2021-02-01,0.87
PI,221100,Pi-Teresina,Estoque,2021-03-01,185800.0
PI,221100,Pi-Teresina,Admissões,2021-03-01,5028.0
PI,221100,Pi-Teresina,Desligamentos,2021-03-01,4448.0
PI,221100,Pi-Teresina,Saldos,2021-03-01,580.0
PI,221100,Pi-Teresina,Variação Relativa (%),2021-03-01,0.33
PI,221100,Pi-Teresina,Estoque,2021-04-01,186411.0
PI,221100,Pi-Teresina,Admissões,2021-04-01,4763.0
PI,221100,Pi-Teresina,Desligamentos,2021-04-01,4152.0
PI,221100,Pi-Teresina,Saldos,2021-04-01,611.0
PI,221100,Pi-Teresina,Variação Relativa (%),2021-04-01,0.35
PI,221100,Pi-Teresina,Estoque,2021-05-01,188185.0
PI,221100,Pi-Teresina,Admissões,2021-05-01,5310.0
PI,221100,Pi-Teresina,Desligamentos,2021-05-01,3536.0
PI,221100,Pi-Teresina,Saldos,2021-05-01,1774.0
PI,221100,Pi-Teresina,Variação Relativa (%),2021-05-01,1.01
PI,221100,Pi-Teresina,Estoque,2021-06-01,190154.0
PI,221100,Pi-Teresina,Admissões,2021-06-01,6030.0
PI,221100,Pi-Teresina,Desligamentos,2021-06-01,4061.0
PI,221100,Pi-Teresina,Saldos,2021-06-01,1969.0
PI,221100,Pi-Teresina,Variação Relativa (%),2021-06-01,1.11
PI,221100,Pi-Teresina,Estoque,2021-07-01,191678.0
PI,221100,Pi-Teresina,Admissões,2021-07-01,5788.0
PI,221100,Pi-Teresina,Desligamentos,2021-07-01,4264.0
PI,221100,Pi-Teresina,Saldos,2021-07-01,1524.0
PI,221100,Pi-Teresina,Variação Relativa (%),2021-07-01,0.84
PI,221100,Pi-Teresina,Estoque,2021-08-01,193219.0
PI,221100,Pi-Teresina,Admissões,2021-08-01,6225.0
PI,221100,Pi-Teresina,Desligamentos,2021-08-01,4684.0
PI,221100,Pi-Teresina,Saldos,2021-08-01,1541.0
PI,221100,Pi-Teresina,Variação Relativa (%),2021-08-01,0.86
PI,221100,Pi-Teresina,Estoque,2021-09-01,194914.0
PI,221100,Pi-Teresina,Admissões,2021-09-01,6245.0
PI,221100,Pi-Teresina,Desligamentos,2021-09-01,4550.0
PI,221100,Pi-Teresina,Saldos,2021-09-01,1695.0
PI,221100,Pi-Teresina,Variação Relativa (%),2021-09-01,0.92
PI,221100,Pi-Teresina,Estoque,2021-10-01,196040.0
PI,221100,Pi-Teresina,Admissões,2021-10-01,5832.0
PI,221100,Pi-Teresina,Desligamentos,2021-10-01,4706.0
PI,221100,Pi-Teresina,Saldos,2021-10-01,1126.0
PI,221100,Pi-Teresina,Variação Relativa (%),2021-10-01,0.61
PI,221100,Pi-Teresina,Estoque,2021-11-01,197570.0
PI,221100,Pi-Teresina,Admissões,2021-11-01,5875.0
PI,221100,Pi-Teresina,Desligamentos,2021-11-01,4345.0
PI,221100,Pi-Teresina,Saldos,2021-11-01,1530.0
PI,221100,Pi-Teresina,Variação Relativa (%),2021-11-01,0.83
PI,221100,Pi-Teresina,Estoque,2021-12-01,197767.0
PI,221100,Pi-Teresina,Admissões,2021-12-01,4893.0
PI,221100,Pi-Teresina,Desligamentos,2021-12-01,4696.0
PI,221100,Pi-Teresina,Saldos,2021-12-01,197.0
PI,221100,Pi-Teresina,Variação Relativa (%),2021-12-01,0.1
PI,221100,Pi-Teresina,Estoque,2022-01-01,197956.0
PI,221100,Pi-Teresina,Admissões,2022-01-01,5860.0
PI,221100,Pi-Teresina,Desligamentos,2022-01-01,5671.0
PI,221100,Pi-Teresina,Saldos,2022-01-01,189.0
PI,221100,Pi-Teresina,Variação Relativa (%),2022-01-01,0.11
PI,221100,Pi-Teresina,Estoque,2022-02-01,198864.0
PI,221100,Pi-Teresina,Admissões,2022-02-01,6357.0
PI,221100,Pi-Teresina,Desligamentos,2022-02-01,5449.0
PI,221100,Pi-Teresina,Saldos,2022-02-01,908.0
PI,221100,Pi-Teresina,Variação Relativa (%),2022-02-01,0.49
PI,221100,Pi-Teresina,Estoque,2022-03-01,199433.0
PI,221100,Pi-Teresina,Admissões,2022-03-01,6187.0
PI,221100,Pi-Teresina,Desligamentos,2022-03-01,5618.0
PI,221100,Pi-Teresina,Saldos,2022-03-01,569.0
PI,221100,Pi-Teresina,Variação Relativa (%),2022-03-01,0.3
PI,221100,Pi-Teresina,Estoque,2022-04-01,200109.0
PI,221100,Pi-Teresina,Admissões,2022-04-01,6482.0
PI,221100,Pi-Teresina,Desligamentos,2022-04-01,5806.0
PI,221100,Pi-Teresina,Saldos,2022-04-01,676.0
PI,221100,Pi-Teresina,Variação Relativa (%),2022-04-01,0.35
PI,221100,Pi-Teresina,Estoque,2022-05-01,201678.0
PI,221100,Pi-Teresina,Admissões,2022-05-01,6952.0
PI,221100,Pi-Teresina,Desligamentos,2022-05-01,5383.0
PI,221100,Pi-Teresina,Saldos,2022-05-01,1569.0
PI,221100,Pi-Teresina,Variação Relativa (%),2022-05-01,0.83
PI,221100,Pi-Teresina,Estoque,2022-06-01,203296.0
PI,221100,Pi-Teresina,Admissões,2022-06-01,6928.0
PI,221100,Pi-Teresina,Desligamentos,2022-06-01,5310.0
PI,221100,Pi-Teresina,Saldos,2022-06-01,1618.0
PI,221100,Pi-Teresina,Variação Relativa (%),2022-06-01,0.85
PI,221100,Pi-Teresina,Estoque,2022-07-01,204192.0
PI,221100,Pi-Teresina,Admissões,2022-07-01,6537.0
PI,221100,Pi-Teresina,Desligamentos,2022-07-01,5641.0
PI,221100,Pi-Teresina,Saldos,2022-07-01,896.0
PI,221100,Pi-Teresina,Variação Relativa (%),2022-07-01,0.46
PI,221100,Pi-Teresina,Estoque,2022-08-01,204308.0
PI,221100,Pi-Teresina,Admissões,2022-08-01,7063.0
PI,221100,Pi-Teresina,Desligamentos,2022-08-01,6947.0
PI,221100,Pi-Teresina,Saldos,2022-08-01,116.0
PI,221100,Pi-Teresina,Variação Relativa (%),2022-08-01,0.06
PI,221100,Pi-Teresina,Estoque,2022-09-01,206045.0
PI,221100,Pi-Teresina,Admissões,2022-09-01,7241.0
PI,221100,Pi-Teresina,Desligamentos,2022-09-01,5504.0
PI,221100,Pi-Teresina,Saldos,2022-09-01,1737.0
PI,221100,Pi-Teresina,Variação Relativa (%),2022-09-01,0.9
PI,221100,Pi-Teresina,Estoque,2022-10-01,206856.0
PI,221100,Pi-Teresina,Admissões,2022-10-01,5877.0
PI,221100,Pi-Teresina,Desligamentos,2022-10-01,5066.0
