UF,código do município,Município,descrição,data,Valor
AL,270430,Al-Maceio,Desligamentos,2020-03-01,4820.0
AL,270430,Al-Maceio,Saldos,2020-03-01,-479.0
AL,270430,Al-Maceio,Variação Relativa (%),2020-03-01,-0.28
AL,270430,Al-Maceio,Estoque,2020-04-01,197443.0
AL,270430,Al-Maceio,Admissões,2020-04-01,1373.0
AL,270430,Al-Maceio,Desligamentos,2020-04-01,5356.0
AL,270430,Al-Maceio,Saldos,2020-04-01,-3983.0
AL,270430,Al-Maceio,Variação Relativa (%),2020-04-01,-2.22
AL,270430,Al-Maceio,Estoque,2020-05-01,195799.0
AL,270430,Al-Maceio,Admissões,2020-05-01,2441.0
AL,270430,Al-Maceio,Desligamentos,2020-05-01,4085.0
AL,270430,Al-Maceio,Saldos,2020-05-01,-1644.0
AL,270430,Al-Maceio,Variação Relativa (%),2020-05-01,-0.94
AL,270430,Al-Maceio,Estoque,2020-06-01,195380.0
AL,270430,Al-Maceio,Admissões,2020-06-01,2584.0
AL,270430,Al-Maceio,Desligamentos,2020-06-01,3003.0
AL,270430,Al-Maceio,Saldos,2020-06-01,-419.0
AL,270430,Al-Maceio,Variação Relativa (%),2020-06-01,-0.24
AL,270430,Al-Maceio,Estoque,2020-07-01,194742.0
AL,270430,Al-Maceio,Admissões,2020-07-01,3152.0
AL,270430,Al-Maceio,Desligamentos,2020-07-01,3790.0
AL,270430,Al-Maceio,Saldos,2020-07-01,-638.0
AL,270430,Al-Maceio,Variação Relativa (%),2020-07-01,-0.39
AL,270430,Al-Maceio,Estoque,2020-08-01,195591.0
AL,270430,Al-Maceio,Admissões,2020-08-01,4151.0
AL,270430,Al-Maceio,Desligamentos,2020-08-01,3302.0
AL,270430,Al-Maceio,Saldos,2020-08-01,849.0
AL,270430,Al-Maceio,Variação Relativa (%),2020-08-01,0.49
AL,270430,Al-Maceio,Estoque,2020-09-01,197820.0
AL,270430,Al-Maceio,Admissões,2020-09-01,5401.0
AL,270430,Al-Maceio,Desligamentos,2020-09-01,3172.0
AL,270430,Al-Maceio,Saldos,2020-09-01,2229.0
AL,270430,Al-Maceio,Variação Relativa (%),2020-09-01,1.29
AL,270430,Al-Maceio,Estoque,2020-10-01,199912.0
AL,270430,Al-Maceio,Admissões,2020-10-01,5247.0
AL,270430,Al-Maceio,Desligamentos,2020-10-01,3155.0
AL,270430,Al-Maceio,Saldos,2020-10-01,2092.0
AL,270430,Al-Maceio,Variação Relativa (%),2020-10-01,1.19
AL,270430,Al-Maceio,Estoque,2020-11-01,202578.0
AL,270430,Al-Maceio,Admissões,2020-11-01,5760.0
AL,270430,Al-Maceio,Desligamentos,2020-11-01,3094.0
AL,270430,Al-Maceio,Saldos,2020-11-01,2666.0
AL,270430,Al-Maceio,Variação Relativa (%),2020-11-01,1.49
AL,270430,Al-Maceio,Estoque,2020-12-01,203440.0
AL,270430,Al-Maceio,Admissões,2020-12-01,4742.0
AL,270430,Al-Maceio,Desligamentos,2020-12-01,3880.0
AL,270430,Al-Maceio,Saldos,2020-12-01,862.0
AL,270430,Al-Maceio,Variação Relativa (%),2020-12-01,0.48
AL,270430,Al-Maceio,Estoque,2021-01-01,204798.0
AL,270430,Al-Maceio,Admissões,2021-01-01,5249.0
AL,270430,Al-Maceio,Desligamentos,2021-01-01,3891.0
AL,270430,Al-Maceio,Saldos,2021-01-01,1358.0
AL,270430,Al-Maceio,Variação Relativa (%),2021-01-01,0.75
AL,270430,Al-Maceio,Estoque,2021-02-01,206087.0
AL,270430,Al-Maceio,Admissões,2021-02-01,5246.0
AL,270430,Al-Maceio,Desligamentos,2021-02-01,3957.0
AL,270430,Al-Maceio,Saldos,2021-02-01,1289.0
AL,270430,Al-Maceio,Variação Relativa (%),2021-02-01,0.7
AL,270430,Al-Maceio,Estoque,2021-03-01,206884.0
AL,270430,Al-Maceio,Admissões,2021-03-01,5768.0
AL,270430,Al-Maceio,Desligamentos,2021-03-01,4971.0
AL,270430,Al-Maceio,Saldos,2021-03-01,797.0
AL,270430,Al-Maceio,Variação Relativa (%),2021-03-01,0.42
AL,270430,Al-Maceio,Estoque,2021-04-01,207338.0
AL,270430,Al-Maceio,Admissões,2021-04-01,4336.0
AL,270430,Al-Maceio,Desligamentos,2021-04-01,3882.0
AL,270430,Al-Maceio,Saldos,2021-04-01,454.0
AL,270430,Al-Maceio,Variação Relativa (%),2021-04-01,0.24
AL,270430,Al-Maceio,Estoque,2021-05-01,208466.0
AL,270430,Al-Maceio,Admissões,2021-05-01,5172.0
AL,270430,Al-Maceio,Desligamentos,2021-05-01,4044.0
AL,270430,Al-Maceio,Saldos,2021-05-01,1128.0
AL,270430,Al-Maceio,Variação Relativa (%),2021-05-01,0.6
AL,270430,Al-Maceio,Estoque,2021-06-01,210155.0
AL,270430,Al-Maceio,Admissões,2021-06-01,5857.0
AL,270430,Al-Maceio,Desligamentos,2021-06-01,4168.0
AL,270430,Al-Maceio,Saldos,2021-06-01,1689.0
AL,270430,Al-Maceio,Variação Relativa (%),2021-06-01,0.9
AL,270430,Al-Maceio,Estoque,2021-07-01,211579.0
AL,270430,Al-Maceio,Admissões,2021-07-01,6493.0
AL,270430,Al-Maceio,Desligamentos,2021-07-01,5069.0
AL,270430,Al-Maceio,Saldos,2021-07-01,1424.0
AL,270430,Al-Maceio,Variação Relativa (%),2021-07-01,0.73
AL,270430,Al-Maceio,Estoque,2021-08-01,213547.0
AL,270430,Al-Maceio,Admissões,2021-08-01,6671.0
AL,270430,Al-Maceio,Desligamentos,2021-08-01,4703.0
AL,270430,Al-Maceio,Saldos,2021-08-01,1968.0
AL,270430,Al-Maceio,Variação Relativa (%),2021-08-01,1.04
AL,270430,Al-Maceio,Estoque,2021-09-01,215479.0
AL,270430,Al-Maceio,Admissões,2021-09-01,6445.0
AL,270430,Al-Maceio,Desligamentos,2021-09-01,4513.0
AL,270430,Al-Maceio,Saldos,2021-09-01,1932.0
AL,270430,Al-Maceio,Variação Relativa (%),2021-09-01,1.04
AL,270430,Al-Maceio,Estoque,2021-10-01,216649.0
AL,270430,Al-Maceio,Admissões,2021-10-01,6153.0
AL,270430,Al-Maceio,Desligamentos,2021-10-01,4983.0
AL,270430,Al-Maceio,Saldos,2021-10-01,1170.0
AL,270430,Al-Maceio,Variação Relativa (%),2021-10-01,0.61
AL,270430,Al-Maceio,Estoque,2021-11-01,219039.0
AL,270430,Al-Maceio,Admissões,2021-11-01,6889.0
AL,270430,Al-Maceio,Desligamentos,2021-11-01,4499.0
AL,270430,Al-Maceio,Saldos,2021-11-01,2390.0
AL,270430,Al-Maceio,Variação Relativa (%),2021-11-01,1.23
AL,270430,Al-Maceio,Estoque,2021-12-01,219091.0
AL,270430,Al-Maceio,Admissões,2021-12-01,5606.0
AL,270430,Al-Maceio,Desligamentos,2021-12-01,5554.0
AL,270430,Al-Maceio,Saldos,2021-12-01,52.0
AL,270430,Al-Maceio,Variação Relativa (%),2021-12-01,0.02
AL,270430,Al-Maceio,Estoque,2022-01-01,219532.0
AL,270430,Al-Maceio,Admissões,2022-01-01,6753.0
AL,270430,Al-Maceio,Desligamentos,2022-01-01,6312.0
AL,270430,Al-Maceio,Saldos,2022-01-01,441.0
AL,270430,Al-Maceio,Variação Relativa (%),2022-01-01,0.22
AL,270430,Al-Maceio,Estoque,2022-02-01,220567.0
AL,270430,Al-Maceio,Admissões,2022-02-01,6780.0
AL,270430,Al-Maceio,Desligamentos,2022-02-01,5745.0
AL,270430,Al-Maceio,Saldos,2022-02-01,1035.0
AL,270430,Al-Maceio,Variação Relativa (%),2022-02-01,0.52
AL,270430,Al-Maceio,Estoque,2022-03-01,221383.0
AL,270430,Al-Maceio,Admissões,2022-03-01,6682.0
AL,270430,Al-Maceio,Desligamentos,2022-03-01,5866.0
AL,270430,Al-Maceio,Saldos,2022-03-01,816.0
AL,270430,Al-Maceio,Variação Relativa (%),2022-03-01,0.41
AL,270430,Al-Maceio,Estoque,2022-04-01,222800.0
AL,270430,Al-Maceio,Admissões,2022-04-01,7396.0
AL,270430,Al-Maceio,Desligamentos,2022-04-01,5979.0
AL,270430,Al-Maceio,Saldos,2022-04-01,1417.0
AL,270430,Al-Maceio,Variação Relativa (%),2022-04-01,0.7
AL,270430,Al-Maceio,Estoque,2022-05-01,223621.0
AL,270430,Al-Maceio,Admissões,2022-05-01,7634.0
AL,270430,Al-Maceio,Desligamentos,2022-05-01,6813.0
AL,270430,Al-Maceio,Saldos,2022-05-01,821.0
AL,270430,Al-Maceio,Variação Relativa (%),2022-05-01,0.41
AL,270430,Al-Maceio,Estoque,2022-06-01,224522.0
AL,270430,Al-Maceio,Admissões,2022-06-01,6596.0
AL,270430,Al-Maceio,Desligamentos,2022-06-01,5695.0
AL,270430,Al-Maceio,Saldos,2022-06-01,901.0
AL,270430,Al-Maceio,Variação Relativa (%),2022-06-01,0.45
AL,270430,Al-Maceio,Estoque,2022-07-01,224737.0
AL,270430,Al-Maceio,Admissões,2022-07-01,6665.0
AL,270430,Al-Maceio,Desligamentos,2022-07-01,6450.0
AL,270430,Al-Maceio,Saldos,2022-07-01,215.0
AL,270430,Al-Maceio,Variação Relativa (%),2022-07-01,0.11
AL,270430,Al-Maceio,Estoque,2022-08-01,225812.0
AL,270430,Al-Maceio,Admissões,2022-08-01,7318.0
AL,270430,Al-Maceio,Desligamentos,2022-08-01,6243.0
AL,270430,Al-Maceio,Saldos,2022-08-01,1075.0
AL,270430,Al-Maceio,Variação Relativa (%),2022-08-01,0.52
AL,270430,Al-Maceio,Estoque,2022-09-01,227071.0
AL,270430,Al-Maceio,Admissões,2022-09-01,6982.0
AL,270430,Al-Maceio,Desligamentos,2022-09-01,5723.0
AL,270430,Al-Maceio,Saldos,2022-09-01,1259.0
AL,270430,Al-Maceio,Variação Relativa (%),2022-09-01,0.62
AL,270430,Al-Maceio,Estoque,2022-10-01,228810.0
AL,270430,Al-Maceio,Admissões,2022-10-01,7648.0
AL,270430,Al-Maceio,Desligamentos,2022-10-01,5909.0
AL,270430,Al-Maceio,Saldos,2022-10-01,1739.0
AL,270430,Al-Maceio,Variação Relativa (%),2022-10-01,0.85
AL,270430,Al-Maceio,Estoque,2022-11-01,230957.0
AL,270430,Al-Maceio,Admissões,2022-11-01,7790.0
AL,270430,Al-Maceio,Desligamentos,2022-11-01,5643.0
AL,270430,Al-Maceio,Saldos,2022-11-01,2147.0
AL,270430,Al-Maceio,Variação Relativa (%),2022-11-01,0.99
AL,270430,Al-Maceio,Estoque,2022-12-01,229826.0
AL,270430,Al-Maceio,Admissões,2022-12-01,5583.0
AL,270430,Al-Maceio,Desligamentos,2022-12-01,6714.0
AL,270430,Al-Maceio,Saldos,2022-12-01,-1131.0
AL,270430,Al-Maceio,Variação Relativa (%),2022-12-01,-0.54
AL,270430,Al-Maceio,Estoque,2023-01-01,229795.0
AL,270430,Al-Maceio,Admissões,2023-01-01,7298.0
AL,270430,Al-Maceio,Desligamentos,2023-01-01,7329.0
AL,270430,Al-Maceio,Saldos,2023-01-01,-31.0
AL,270430,Al-Maceio,Variação Relativa (%),2023-01-01,-0.02
AL,270430,Al-Maceio,Estoque,2023-02-01,230361.0
AL,270430,Al-Maceio,Admissões,2023-02-01,7042.0
AL,270430,Al-Maceio,Desligamentos,2023-02-01,6476.0
AL,270430,Al-Maceio,Saldos,2023-02-01,566.0
AL,270430,Al-Maceio,Variação Relativa (%),2023-02-01,0.27
AL,270430,Al-Maceio,Estoque,2023-03-01,232507.0
AL,270430,Al-Maceio,Admissões,2023-03-01,9234.0
AL,270430,Al-Maceio,Desligamentos,2023-03-01,7088.0
AL,270430,Al-Maceio,Saldos,2023-03-01,2146.0
AL,270430,Al-Maceio,Variação Relativa (%),2023-03-01,1.03
AL,270430,Al-Maceio,Estoque,2023-04-01,233480.0
AL,270430,Al-Maceio,Admissões,2023-04-01,6968.0
AL,270430,Al-Maceio,Desligamentos,2023-04-01,5995.0
AL,270430,Al-Maceio,Saldos,2023-04-01,973.0
AL,270430,Al-Maceio,Variação Relativa (%),2023-04-01,0.46
AL,270430,Al-Maceio,Estoque,2023-05-01,233101.0
AL,270430,Al-Maceio,Admissões,2023-05-01,7303.0
AL,270430,Al-Maceio,Desligamentos,2023-05-01,7682.0
AL,270430,Al-Maceio,Saldos,2023-05-01,-379.0
AL,270430,Al-Maceio,Variação Relativa (%),2023-05-01,-0.18
AL,270430,Al-Maceio,Estoque,2023-06-01,233703.0
AL,270430,Al-Maceio,Admissões,2023-06-01,7227.0
AL,270430,Al-Maceio,Desligamentos,2023-06-01,6625.0
AL,270430,Al-Maceio,Saldos,2023-06-01,602.0
AL,270430,Al-Maceio,Variação Relativa (%),2023-06-01,0.29
AL,270430,Al-Maceio,Estoque,2023-07-01,233898.0
AL,270430,Al-Maceio,Admissões,2023-07-01,6860.0
AL,270430,Al-Maceio,Desligamentos,2023-07-01,6665.0
AL,270430,Al-Maceio,Saldos,2023-07-01,195.0
AL,270430,Al-Maceio,Variação Relativa (%),2023-07-01,0.09
AL,270430,Al-Maceio,Estoque,2023-08-01,234334.0
AL,270430,Al-Maceio,Admissões,2023-08-01,7842.0
AL,270430,Al-Maceio,Desligamentos,2023-08-01,7406.0
AL,270430,Al-Maceio,Saldos,2023-08-01,436.0
AL,270430,Al-Maceio,Variação Relativa (%),2023-08-01,0.21
AL,270430,Al-Maceio,Estoque,2023-09-01,235835.0
AL,270430,Al-Maceio,Admissões,2023-09-01,7596.0
AL,270430,Al-Maceio,Desligamentos,2023-09-01,6095.0
AL,270430,Al-Maceio,Saldos,2023-09-01,1501.0
AL,270430,Al-Maceio,Variação Relativa (%),2023-09-01,0.71
AL,270430,Al-Maceio,Estoque,2023-10-01,237068.0
AL,270430,Al-Maceio,Admissões,2023-10-01,7721.0
AL,270430,Al-Maceio,Desligamentos,2023-10-01,6488.0
AL,270430,Al-Maceio,Saldos,2023-10-01,1233.0
AL,270430,Al-Maceio,Variação Relativa (%),2023-10-01,0.58
AL,270430,Al-Maceio,Estoque,2023-11-01,238458.0
AL,270430,Al-Maceio,Admissões,2023-11-01,7895.0
AL,270430,Al-Maceio,Desligamentos,2023-11-01,6505.0
AL,270430,Al-Maceio,Saldos,2023-11-01,1390.0
AL,270430,Al-Maceio,Variação Relativa (%),2023-11-01,0.65
AL,270430,Al-Maceio,Estoque,2023-12-01,238474.0
AL,270430,Al-Maceio,Admissões,2023-12-01,5859.0
AL,270430,Al-Maceio,Desligamentos,2023-12-01,5843.0
AL,270430,Al-Maceio,Saldos,2023-12-01,16.0
AL,270430,Al-Maceio,Variação Relativa (%),2023-12-01,0.01
AL,270430,Al-Maceio,Estoque,2024-01-01,239159.0
AL,270430,Al-Maceio,Admissões,2024-01-01,7805.0
AL,270430,Al-Maceio,Desligamentos,2024-01-01,7120.0
AL,270430,Al-Maceio,Saldos,2024-01-01,685.0
AL,270430,Al-Maceio,Variação Relativa (%),2024-01-01,0.29
AL,270430,Al-Maceio,Estoque,2024-02-01,239211.0
AL,270430,Al-Maceio,Admissões,2024-02-01,7687.0
AL,270430,Al-Maceio,Desligamentos,2024-02-01,7635.0
AL,270430,Al-Maceio,Saldos,2024-02-01,52.0
AL,270430,Al-Maceio,Variação Relativa (%),2024-02-01,0.02
AL,270430,Al-Maceio,Estoque,2024-03-01,239608.0
AL,270430,Al-Maceio,Admissões,2024-03-01,8613.0
AL,270430,Al-Maceio,Desligamentos,2024-03-01,8216.0
AL,270430,Al-Maceio,Saldos,2024-03-01,397.0
AL,270430,Al-Maceio,Variação Relativa (%),2024-03-01,0.17
SE,280030,Se-Aracaju,Estoque,2020-01-01,167462.0
SE,280030,Se-Aracaju,Admissões,2020-01-01,4523.0
SE,280030,Se-Aracaju,Desligamentos,2020-01-01,3923.0
SE,280030,Se-Aracaju,Saldos,2020-01-01,600.0
SE,280030,Se-Aracaju,Estoque,2020-02-01,167462.0
SE,280030,Se-Aracaju,Admissões,2020-02-01,3945.0
SE,280030,Se-Aracaju,Desligamentos,2020-02-01,3149.0
SE,280030,Se-Aracaju,Saldos,2020-02-01,796.0
SE,280030,Se-Aracaju,Variação Relativa (%),2020-02-01,0.47
SE,280030,Se-Aracaju,Estoque,2020-03-01,166078.0
SE,280030,Se-Aracaju,Admissões,2020-03-01,3176.0
SE,280030,Se-Aracaju,Desligamentos,2020-03-01,4560.0
SE,280030,Se-Aracaju,Saldos,2020-03-01,-1384.0
SE,280030,Se-Aracaju,Variação Relativa (%),2020-03-01,-0.88
SE,280030,Se-Aracaju,Estoque,2020-04-01,163083.0
SE,280030,Se-Aracaju,Admissões,2020-04-01,1227.0
SE,280030,Se-Aracaju,Desligamentos,2020-04-01,4222.0
SE,280030,Se-Aracaju,Saldos,2020-04-01,-2995.0
SE,280030,Se-Aracaju,Variação Relativa (%),2020-04-01,-1.89
SE,280030,Se-Aracaju,Estoque,2020-05-01,160779.0
SE,280030,Se-Aracaju,Admissões,2020-05-01,1229.0
SE,280030,Se-Aracaju,Desligamentos,2020-05-01,3533.0
SE,280030,Se-Aracaju,Saldos,2020-05-01,-2304.0
SE,280030,Se-Aracaju,Variação Relativa (%),2020-05-01,-1.42
SE,280030,Se-Aracaju,Estoque,2020-06-01,160086.0
SE,280030,Se-Aracaju,Admissões,2020-06-01,2253.0
SE,280030,Se-Aracaju,Desligamentos,2020-06-01,2946.0
SE,280030,Se-Aracaju,Saldos,2020-06-01,-693.0
SE,280030,Se-Aracaju,Variação Relativa (%),2020-06-01,-0.43
SE,280030,Se-Aracaju,Estoque,2020-07-01,159731.0
SE,280030,Se-Aracaju,Admissões,2020-07-01,2526.0
SE,280030,Se-Aracaju,Desligamentos,2020-07-01,2881.0
SE,280030,Se-Aracaju,Saldos,2020-07-01,-355.0
SE,280030,Se-Aracaju,Variação Relativa (%),2020-07-01,-0.23
SE,280030,Se-Aracaju,Estoque,2020-08-01,160071.0
SE,280030,Se-Aracaju,Admissões,2020-08-01,2939.0
SE,280030,Se-Aracaju,Desligamentos,2020-08-01,2599.0
SE,280030,Se-Aracaju,Saldos,2020-08-01,340.0
SE,280030,Se-Aracaju,Variação Relativa (%),2020-08-01,0.21
SE,280030,Se-Aracaju,Estoque,2020-09-01,160308.0
SE,280030,Se-Aracaju,Admissões,2020-09-01,3476.0
SE,280030,Se-Aracaju,Desligamentos,2020-09-01,3239.0
SE,280030,Se-Aracaju,Saldos,2020-09-01,237.0
SE,280030,Se-Aracaju,Variação Relativa (%),2020-09-01,0.19
SE,280030,Se-Aracaju,Estoque,2020-10-01,161773.0
SE,280030,Se-Aracaju,Admissões,2020-10-01,4318.0
SE,280030,Se-Aracaju,Desligamentos,2020-10-01,2853.0
SE,280030,Se-Aracaju,Saldos,2020-10-01,1465.0
SE,280030,Se-Aracaju,Variação Relativa (%),2020-10-01,0.96
SE,280030,Se-Aracaju,Estoque,2020-11-01,163523.0
SE,280030,Se-Aracaju,Admissões,2020-11-01,4467.0
SE,280030,Se-Aracaju,Desligamentos,2020-11-01,2717.0
SE,280030,Se-Aracaju,Saldos,2020-11-01,1750.0
SE,280030,Se-Aracaju,Variação Relativa (%),2020-11-01,1.16
SE,280030,Se-Aracaju,Estoque,2020-12-01,164225.0
SE,280030,Se-Aracaju,Admissões,2020-12-01,4140.0
SE,280030,Se-Aracaju,Desligamentos,2020-12-01,3438.0
SE,280030,Se-Aracaju,Saldos,2020-12-01,702.0
SE,280030,Se-Aracaju,Variação Relativa (%),2020-12-01,0.45
SE,280030,Se-Aracaju,Estoque,2021-01-01,164990.0
SE,280030,Se-Aracaju,Admissões,2021-01-01,4603.0
SE,280030,Se-Aracaju,Desligamentos,2021-01-01,3838.0
SE,280030,Se-Aracaju,Saldos,2021-01-01,765.0
SE,280030,Se-Aracaju,Variação Relativa (%),2021-01-01,0.49
SE,280030,Se-Aracaju,Estoque,2021-02-01,165494.0
SE,280030,Se-Aracaju,Admissões,2021-02-01,4180.0
SE,280030,Se-Aracaju,Desligamentos,2021-02-01,3676.0
SE,280030,Se-Aracaju,Saldos,2021-02-01,504.0
SE,280030,Se-Aracaju,Variação Relativa (%),2021-02-01,0.32
SE,280030,Se-Aracaju,Estoque,2021-03-01,165754.0
SE,280030,Se-Aracaju,Admissões,2021-03-01,4451.0
SE,280030,Se-Aracaju,Desligamentos,2021-03-01,4191.0
SE,280030,Se-Aracaju,Saldos,2021-03-01,260.0
SE,280030,Se-Aracaju,Variação Relativa (%),2021-03-01,0.17
SE,280030,Se-Aracaju,Estoque,2021-04-01,165789.0
SE,280030,Se-Aracaju,Admissões,2021-04-01,3717.0
SE,280030,Se-Aracaju,Desligamentos,2021-04-01,3682.0
SE,280030,Se-Aracaju,Saldos,2021-04-01,35.0
SE,280030,Se-Aracaju,Variação Relativa (%),2021-04-01,0.02
SE,280030,Se-Aracaju,Estoque,2021-05-01,165939.0
SE,280030,Se-Aracaju,Admissões,2021-05-01,3676.0
SE,280030,Se-Aracaju,Desligamentos,2021-05-01,3526.0
SE,280030,Se-Aracaju,Saldos,2021-05-01,150.0
SE,280030,Se-Aracaju,Variação Relativa (%),2021-05-01,0.1
SE,280030,Se-Aracaju,Estoque,2021-06-01,165873.0
SE,280030,Se-Aracaju,Admissões,2021-06-01,3722.0
SE,280030,Se-Aracaju,Desligamentos,2021-06-01,3788.0
SE,280030,Se-Aracaju,Saldos,2021-06-01,-66.0
SE,280030,Se-Aracaju,Variação Relativa (%),2021-06-01,-0.04
SE,280030,Se-Aracaju,Estoque,2021-07-01,166483.0
SE,280030,Se-Aracaju,Admissões,2021-07-01,3940.0
SE,280030,Se-Aracaju,Desligamentos,2021-07-01,3330.0
SE,280030,Se-Aracaju,Saldos,2021-07-01,610.0
SE,280030,Se-Aracaju,Variação Relativa (%),2021-07-01,0.39
SE,280030,Se-Aracaju,Estoque,2021-08-01,167014.0
SE,280030,Se-Aracaju,Admissões,2021-08-01,4618.0
SE,280030,Se-Aracaju,Desligamentos,2021-08-01,4087.0
SE,280030,Se-Aracaju,Saldos,2021-08-01,531.0
SE,280030,Se-Aracaju,Variação Relativa (%),2021-08-01,0.34
SE,280030,Se-Aracaju,Estoque,2021-09-01,168107.0
SE,280030,Se-Aracaju,Admissões,2021-09-01,5180.0
SE,280030,Se-Aracaju,Desligamentos,2021-09-01,4087.0
SE,280030,Se-Aracaju,Saldos,2021-09-01,1093.0
SE,280030,Se-Aracaju,Variação Relativa (%),2021-09-01,0.69
SE,280030,Se-Aracaju,Estoque,2021-10-01,169016.0
SE,280030,Se-Aracaju,Admissões,2021-10-01,4752.0
SE,280030,Se-Aracaju,Desligamentos,2021-10-01,3843.0
SE,280030,Se-Aracaju,Saldos,2021-10-01,909.0
SE,280030,Se-Aracaju,Variação Relativa (%),2021-10-01,0.56
SE,280030,Se-Aracaju,Estoque,2021-11-01,170287.0
SE,280030,Se-Aracaju,Admissões,2021-11-01,5097.0
SE,280030,Se-Aracaju,Desligamentos,2021-11-01,3826.0
SE,280030,Se-Aracaju,Saldos,2021-11-01,1271.0
SE,280030,Se-Aracaju,Variação Relativa (%),2021-11-01,0.8
SE,280030,Se-Aracaju,Estoque,2021-12-01,170536.0
SE,280030,Se-Aracaju,Admissões,2021-12-01,4771.0
SE,280030,Se-Aracaju,Desligamentos,2021-12-01,4522.0
SE,280030,Se-Aracaju,Saldos,2021-12-01,249.0
SE,280030,Se-Aracaju,Variação Relativa (%),2021-12-01,0.17
SE,280030,Se-Aracaju,Estoque,2022-01-01,170656.0
SE,280030,Se-Aracaju,Admissões,2022-01-01,4983.0
SE,280030,Se-Aracaju,Desligamentos,2022-01-01,4863.0
SE,280030,Se-Aracaju,Saldos,2022-01-01,120.0
SE,280030,Se-Aracaju,Variação Relativa (%),2022-01-01,0.07
SE,280030,Se-Aracaju,Estoque,2022-02-01,172097.0
SE,280030,Se-Aracaju,Admissões,2022-02-01,5839.0
SE,280030,Se-Aracaju,Desligamentos,2022-02-01,4398.0
SE,280030,Se-Aracaju,Saldos,2022-02-01,1441.0
SE,280030,Se-Aracaju,Variação Relativa (%),2022-02-01,0.88
SE,280030,Se-Aracaju,Estoque,2022-03-01,172311.0
SE,280030,Se-Aracaju,Admissões,2022-03-01,4959.0
SE,280030,Se-Aracaju,Desligamentos,2022-03-01,4745.0
SE,280030,Se-Aracaju,Saldos,2022-03-01,214.0
SE,280030,Se-Aracaju,Variação Relativa (%),2022-03-01,0.13
SE,280030,Se-Aracaju,Estoque,2022-04-01,173236.0
SE,280030,Se-Aracaju,Admissões,2022-04-01,5171.0
SE,280030,Se-Aracaju,Desligamentos,2022-04-01,4246.0
SE,280030,Se-Aracaju,Saldos,2022-04-01,925.0
SE,280030,Se-Aracaju,Variação Relativa (%),2022-04-01,0.56
SE,280030,Se-Aracaju,Estoque,2022-05-01,173630.0
SE,280030,Se-Aracaju,Admissões,2022-05-01,5196.0
SE,280030,Se-Aracaju,Desligamentos,2022-05-01,4802.0
SE,280030,Se-Aracaju,Saldos,2022-05-01,394.0
SE,280030,Se-Aracaju,Variação Relativa (%),2022-05-01,0.23
SE,280030,Se-Aracaju,Estoque,2022-06-01,173881.0
SE,280030,Se-Aracaju,Admissões,2022-06-01,4810.0
SE,280030,Se-Aracaju,Desligamentos,2022-06-01,4559.0
SE,280030,Se-Aracaju,Saldos,2022-06-01,251.0
SE,280030,Se-Aracaju,Variação Relativa (%),2022-06-01,0.16
SE,280030,Se-Aracaju,Estoque,2022-07-01,173787.0
SE,280030,Se-Aracaju,Admissões,2022-07-01,4924.0
SE,280030,Se-Aracaju,Desligamentos,2022-07-01,5018.0
SE,280030,Se-Aracaju,Saldos,2022-07-01,-94.0
SE,280030,Se-Aracaju,Variação Relativa (%),2022-07-01,-0.06
SE,280030,Se-Aracaju,Estoque,2022-08-01,174582.0
SE,280030,Se-Aracaju,Admissões,2022-08-01,5289.0
SE,280030,Se-Aracaju,Desligamentos,2022-08-01,4494.0
SE,280030,Se-Aracaju,Saldos,2022-08-01,795.0
SE,280030,Se-Aracaju,Variação Relativa (%),2022-08-01,0.48
SE,280030,Se-Aracaju,Estoque,2022-09-01,175563.0
SE,280030,Se-Aracaju,Admissões,2022-09-01,5279.0
SE,280030,Se-Aracaju,Desligamentos,2022-09-01,4298.0
SE,280030,Se-Aracaju,Saldos,2022-09-01,981.0
SE,280030,Se-Aracaju,Variação Relativa (%),2022-09-01,0.59
SE,280030,Se-Aracaju,Estoque,2022-10-01,175589.0
SE,280030,Se-Aracaju,Admissões,2022-10-01,4592.0
SE,280030,Se-Aracaju,Desligamentos,2022-10-01,4566.0
SE,280030,Se-Aracaju,Saldos,2022-10-01,26.0
SE,280030,Se-Aracaju,Variação Relativa (%),2022-10-01,0.02
SE,280030,Se-Aracaju,Estoque,2022-11-01,176620.0
SE,280030,Se-Aracaju,Admissões,2022-11-01,4877.0
SE,280030,Se-Aracaju,Desligamentos,2022-11-01,3846.0
SE,280030,Se-Aracaju,Saldos,2022-11-01,1031.0
SE,280030,Se-Aracaju,Variação Relativa (%),2022-11-01,0.61
SE,280030,Se-Aracaju,Estoque,2022-12-01,176053.0
SE,280030,Se-Aracaju,Admissões,2022-12-01,4004.0
SE,280030,Se-Aracaju,Desligamentos,2022-12-01,4571.0
SE,280030,Se-Aracaju,Saldos,2022-12-01,-567.0
SE,280030,Se-Aracaju,Variação Relativa (%),2022-12-01,-0.34
SE,280030,Se-Aracaju,Estoque,2023-01-01,176147.0
SE,280030,Se-Aracaju,Admissões,2023-01-01,5376.0
SE,280030,Se-Aracaju,Desligamentos,2023-01-01,5282.0
SE,280030,Se-Aracaju,Saldos,2023-01-01,94.0
SE,280030,Se-Aracaju,Variação Relativa (%),2023-01-01,0.06
SE,280030,Se-Aracaju,Estoque,2023-02-01,176936.0
SE,280030,Se-Aracaju,Admissões,2023-02-01,5153.0
