CHAVE FINAL;Ano;Natureza da Receita;Fonte;Receita Local;Categ. Econ. Rec;DIC RCL
201811180111;2018;11180111;100;1111;1;IPTU
201811180111;2018;11180111;100;1112;1;IPTU
201811180113;2018;11180113;100;1113;1;IPTU
201811180113;2018;11180113;100;1114;1;IPTU
201811180111;2018;11180111;100;1115;1;IPTU
201811180113;2018;11180113;100;1116;1;IPTU
201811180113;2018;11180113;100;1117;1;IPTU
201811180111;2018;11180111;100;1121;1;IPTU
201811180111;2018;11180111;100;1122;1;IPTU
201811180113;2018;11180113;100;1123;1;IPTU
201811180113;2018;11180113;100;1124;1;IPTU
201811180111;2018;11180111;100;1125;1;IPTU
201811180113;2018;11180113;100;1126;1;IPTU
201811180113;2018;11180113;100;1127;1;IPTU
201811180141;2018;11180141;100;1211;1;ITBI
201811180231;2018;11180231;100;1311;1;ISS
201811180231;2018;11180231;100;1312;1;ISS
201811180233;2018;11180233;100;1313;1;ISS
201811180233;2018;11180233;100;1314;1;ISS
201811180231;2018;11180231;100;1315;1;ISS
201811180233;2018;11180233;100;1316;1;ISS
201811180233;2018;11180233;100;1317;1;ISS
201811180231;2018;11180231;100;1322;1;ISS
201811180233;2018;11180233;100;1324;1;ISS
201811180231;2018;11180231;100;1325;1;ISS
201811180233;2018;11180233;100;1326;1;ISS
201811180233;2018;11180233;100;1327;1;ISS
201811180231;2018;11180231;100;1331;1;ISS
201811180231;2018;11180231;100;1332;1;ISS
201811180231;2018;11180231;100;1333;1;ISS
201811180231;2018;11180231;100;1334;1;ISS
201811180231;2018;11180231;100;1335;1;ISS
201811180231;2018;11180231;100;1336;1;ISS
201811180231;2018;11180231;100;1341;1;ISS
201811180231;2018;11180231;100;1342;1;ISS
201811180231;2018;11180231;100;1343;1;ISS
201811180231;2018;11180231;100;1344;1;ISS
201811180231;2018;11180231;100;1345;1;ISS
201811180231;2018;11180231;100;1346;1;ISS
201811180231;2018;11180231;100;1351;1;ISS
201811180233;2018;11180233;100;1352;1;ISS
201811180233;2018;11180233;100;1353;1;ISS
201811180231;2018;11180231;100;1354;1;ISS
201811180233;2018;11180233;100;1355;1;ISS
201811180233;2018;11180233;100;1356;1;ISS
201811180231;2018;11180231;100;1361;1;ISS
201811180233;2018;11180233;100;1363;1;ISS
201811180231;2018;11180231;100;1364;1;ISS
201811180233;2018;11180233;100;1365;1;ISS
201811180233;2018;11180233;100;1366;1;ISS
201811180231;2018;11180231;100;1371;1;ISS
201811180231;2018;11180231;100;1374;1;ISS
201811180233;2018;11180233;100;1375;1;ISS
201811180231;2018;11180231;100;1381;1;ISS
201811180231;2018;11180231;100;1384;1;ISS
201811180233;2018;11180233;100;1385;1;ISS
201811180233;2018;11180233;100;1386;1;ISS
201811180253;2018;11180253;100;1446;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811130311;2018;11130311;100;1467;1;IRRF
201811130341;2018;11130341;100;1468;1;IRRF
201811220111;2018;11220111;100;2112;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811220113;2018;11220113;100;2113;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811220113;2018;11220113;100;2114;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811220111;2018;11220111;100;2115;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811220113;2018;11220113;100;2116;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811220113;2018;11220113;100;2117;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811220113;2018;11220113;100;2124;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811220113;2018;11220113;100;2127;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811220111;2018;11220111;100;2141;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811220111;2018;11220111;100;2142;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811220113;2018;11220113;100;2143;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811220111;2018;11220111;100;2145;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811220113;2018;11220113;100;2146;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210111;2018;11210111;100;2211;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210111;2018;11210111;100;2221;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210111;2018;11210111;100;2222;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210113;2018;11210113;100;2223;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210113;2018;11210113;100;2224;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210111;2018;11210111;100;2225;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210113;2018;11210113;100;2226;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210113;2018;11210113;100;2227;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210111;2018;11210111;100;2231;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210111;2018;11210111;100;2232;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210113;2018;11210113;100;2233;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210113;2018;11210113;100;2234;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210111;2018;11210111;100;2235;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210113;2018;11210113;100;2236;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210113;2018;11210113;100;2237;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210111;2018;11210111;100;2241;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210111;2018;11210111;100;2242;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210113;2018;11210113;100;2243;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210113;2018;11210113;100;2244;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210111;2018;11210111;100;2245;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210113;2018;11210113;100;2246;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210113;2018;11210113;100;2247;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210111;2018;11210111;100;2251;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210111;2018;11210111;100;2252;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210113;2018;11210113;100;2253;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210111;2018;11210111;100;2255;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210113;2018;11210113;100;2256;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210113;2018;11210113;100;2257;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210111;2018;11210111;100;2271;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811220111;2018;11220111;100;2311;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811220111;2018;11220111;100;2321;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811220111;2018;11220111;100;2361;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811220111;2018;11220111;100;2371;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811220111;2018;11220111;100;2381;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811220111;2018;11220111;100;2621;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811220111;2018;11220111;100;2641;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210111;2018;11210111;100;2881;1;Outros Impostos, Taxas e Contribuições de Melhoria
201819100111;2018;19100111;100;3011;1;Outras Receitas Correntes
201819100111;2018;19100111;100;3014;1;Outras Receitas Correntes
201811180112;2018;11180112;100;4111;1;IPTU
201811180112;2018;11180112;100;4112;1;IPTU
201811180114;2018;11180114;100;4113;1;IPTU
201811180142;2018;11180142;100;4121;1;ITBI
201811180232;2018;11180232;100;4131;1;ISS
201811180232;2018;11180232;100;4132;1;ISS
201811180234;2018;11180234;100;4133;1;ISS
201811180232;2018;11180232;100;4134;1;ISS
201811180232;2018;11180232;100;4135;1;ISS
201811180232;2018;11180232;100;4136;1;ISS
201811180232;2018;11180232;100;4137;1;ISS
201811180232;2018;11180232;100;4138;1;ISS
201811180232;2018;11180232;100;4139;1;ISS
201811180232;2018;11180232;100;4140;1;ISS
201811210112;2018;11210112;100;4143;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811180232;2018;11180232;100;4144;1;ISS
201811180232;2018;11180232;100;4145;1;ISS
201811180232;2018;11180232;100;4146;1;ISS
201811210112;2018;11210112;100;4151;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210112;2018;11210112;100;4152;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811220114;2018;11220114;100;4153;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210112;2018;11210112;100;4161;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210112;2018;11210112;100;4162;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210114;2018;11210114;100;4163;1;Outros Impostos, Taxas e Contribuições de Melhoria
201819100911;2018;19100911;100;4171;1;Outras Receitas Correntes
201811180232;2018;11180232;100;4221;1;ISS
201811180234;2018;11180234;100;4222;1;ISS
201811180254;2018;11180254;100;4232;1;Outros Impostos, Taxas e Contribuições de Melhoria
201819100111;2018;19100111;100;4241;1;Outras Receitas Correntes
201811180254;2018;11180254;100;4242;1;Outros Impostos, Taxas e Contribuições de Melhoria
201819100111;2018;19100111;100;4311;1;Outras Receitas Correntes
201819100111;2018;19100111;100;4511;1;Outras Receitas Correntes
201811210112;2018;11210112;100;4520;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210112;2018;11210112;100;4521;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210114;2018;11210114;100;4522;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210112;2018;11210112;100;4523;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210112;2018;11210112;100;4524;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210114;2018;11210114;100;4525;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210112;2018;11210112;100;4526;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210112;2018;11210112;100;4527;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210114;2018;11210114;100;4528;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210112;2018;11210112;100;4529;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210112;2018;11210112;100;4530;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210114;2018;11210114;100;4531;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811220112;2018;11220112;100;4538;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811220112;2018;11220112;100;4539;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811220114;2018;11220114;100;4540;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811220114;2018;11220114;100;4558;1;Outros Impostos, Taxas e Contribuições de Melhoria
201819100111;2018;19100111;100;4711;1;Outras Receitas Correntes
201819909912;2018;19909912;100;4812;1;Outras Receitas Correntes
201819909912;2018;19909912;100;4911;1;Outras Receitas Correntes
201819909912;2018;19909912;100;4921;1;Outras Receitas Correntes
201819100111;2018;19100111;100;4924;1;Outras Receitas Correntes
201811180112;2018;11180112;100;5111;1;IPTU
201811180112;2018;11180112;100;5112;1;IPTU
201811180114;2018;11180114;100;5113;1;IPTU
201811180142;2018;11180142;100;5211;1;ITBI
201811180232;2018;11180232;100;5311;1;ISS
201811180232;2018;11180232;100;5312;1;ISS
201811180234;2018;11180234;100;5313;1;ISS
201811180232;2018;11180232;100;5314;1;ISS
201811180232;2018;11180232;100;5315;1;ISS
201811180232;2018;11180232;100;5316;1;ISS
201811180232;2018;11180232;100;5317;1;ISS
201811180232;2018;11180232;100;5318;1;ISS
201811180232;2018;11180232;100;5319;1;ISS
201811180232;2018;11180232;100;5320;1;ISS
201811180232;2018;11180232;100;5321;1;ISS
201811180254;2018;11180254;100;5412;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210112;2018;11210112;100;5511;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210112;2018;11210112;100;5512;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811220114;2018;11220114;100;5513;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210112;2018;11210112;100;5520;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210112;2018;11210112;100;5521;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210114;2018;11210114;100;5522;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210112;2018;11210112;100;5523;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210112;2018;11210112;100;5524;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210114;2018;11210114;100;5525;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210112;2018;11210112;100;5526;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210112;2018;11210112;100;5527;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210114;2018;11210114;100;5528;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210112;2018;11210112;100;5529;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210112;2018;11210112;100;5530;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210114;2018;11210114;100;5531;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811220112;2018;11220112;100;5538;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811220112;2018;11220112;100;5539;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811220114;2018;11220114;100;5540;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811220114;2018;11220114;100;5558;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210112;2018;11210112;100;5611;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210112;2018;11210112;100;5612;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210114;2018;11210114;100;5613;1;Outros Impostos, Taxas e Contribuições de Melhoria
201813220011;2018;13220011;100;6110;1;Outras Receitas Patrimoniais
201813100211;2018;13100211;100;6112;1;Outras Receitas Patrimoniais
201813100111;2018;13100111;100;6113;1;Outras Receitas Patrimoniais
201813210011;2018;13210011;100;6122;1;Rendimentos de Aplicação Financeira
201813210011;2018;13210011;100;6155;1;Rendimentos de Aplicação Financeira
201816909911;2018;16909911;100;6211;1;Receita de Serviços
201819901221;2018;19901221;100;6213;1;Outras Receitas Correntes
201819901221;2018;19901221;100;6265;1;Outras Receitas Correntes
201819901221;2018;19901221;100;6266;1;Outras Receitas Correntes
201819901221;2018;19901221;100;6278;1;Outras Receitas Correntes
201819901221;2018;19901221;100;6279;1;Outras Receitas Correntes
201817180261;2018;17180261;100;6280;1;Outras Transferências Correntes
201819100911;2018;19100911;100;6300;1;Outras Receitas Correntes
201816909911;2018;16909911;100;6302;1;Receita de Serviços
201817180121;2018;17180121;100;6312;1;Cota-Parte do FPM
201817180151;2018;17180151;100;6314;1;Cota-Parte do ITR
201817180611;2018;17180611;100;6315;1;TRANSFERÊNCIAS DA LC 87/1996
201817280121;2018;17280121;100;6321;1;Cota-Parte do IPVA
201817280111;2018;17280111;100;6322;1;Cota-Parte do ICMS
201817280131;2018;17280131;100;6323;1;Outras Transferências Correntes
201817180221;2018;17180221;100;6339;1;Outras Transferências Correntes
201817400011;2018;17400011;100;6351;1;Outras Transferências Correntes
201819229911;2018;19229911;100;6612;1;Outras Receitas Correntes
201819909911;2018;19909911;100;6711;1;Outras Receitas Correntes
201819909911;2018;19909911;100;8111;1;Outras Receitas Correntes
201819909911;2018;19909911;100;8112;1;Outras Receitas Correntes
201819909911;2018;19909911;100;8113;1;Outras Receitas Correntes
201817180129;2018;17180129;100;8888;1;Dedução de Receita para Formação do FUNDEB
201817180159;2018;17180159;100;8889;1;Dedução de Receita para Formação do FUNDEB
201817180619;2018;17180619;100;8890;1;Dedução de Receita para Formação do FUNDEB
201817280129;2018;17280129;100;8891;1;Dedução de Receita para Formação do FUNDEB
201817280119;2018;17280119;100;8892;1;Dedução de Receita para Formação do FUNDEB
201817280139;2018;17280139;100;8893;1;Dedução de Receita para Formação do FUNDEB
201813210011;2018;13210011;100;9160;1;Rendimentos de Aplicação Financeira
201813210011;2018;13210011;100;9161;1;Rendimentos de Aplicação Financeira
201813210011;2018;13210011;100;9162;1;Rendimentos de Aplicação Financeira
201813210011;2018;13210011;100;9163;1;Rendimentos de Aplicação Financeira
201816100111;2018;16100111;100;9237;1;Receita de Serviços
201813210011;2018;13210011;102;6177;1;Rendimentos de Aplicação Financeira
201813210011;2018;13210011;102;6201;1;Rendimentos de Aplicação Financeira
201813210011;2018;13210011;102;6262;1;Rendimentos de Aplicação Financeira
201817181091;2018;17181091;102;6378;1;Outras Transferências Correntes
201813210011;2018;13210011;102;9141;1;Rendimentos de Aplicação Financeira
201813210011;2018;13210011;103;6179;1;Rendimentos de Aplicação Financeira
201813210011;2018;13210011;103;6189;1;Rendimentos de Aplicação Financeira
201813210011;2018;13210011;103;9131;1;Rendimentos de Aplicação Financeira
201813210011;2018;13210011;104;6263;1;Rendimentos de Aplicação Financeira
201817180591;2018;17180591;104;6335;1;Outras Transferências Correntes
201817180591;2018;17180591;104;6344;1;Outras Transferências Correntes
201817180531;2018;17180531;104;6349;1;Outras Transferências Correntes
201817180591;2018;17180591;104;6384;1;Outras Transferências Correntes
201813210011;2018;13210011;105;6269;1;Rendimentos de Aplicação Financeira
201817180511;2018;17180511;105;6308;1;Outras Transferências Correntes
201811210111;2018;11210111;111;2291;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210111;2018;11210111;111;2292;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210113;2018;11210113;111;2293;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210113;2018;11210113;111;2294;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210111;2018;11210111;111;2295;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210113;2018;11210113;111;2296;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210113;2018;11210113;111;2297;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210112;2018;11210112;111;4412;1;Outras Receitas Correntes
201811210112;2018;11210112;111;4554;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210112;2018;11210112;111;4555;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210114;2018;11210114;111;4556;1;Outros Impostos, Taxas e Contribuições de Melhoria
201819100111;2018;19100111;111;4614;1;Outras Receitas Correntes
201811210112;2018;11210112;111;5554;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210112;2018;11210112;111;5555;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210114;2018;11210114;111;5556;1;Outros Impostos, Taxas e Contribuições de Melhoria
201813210011;2018;13210011;111;6106;1;Rendimentos de Aplicação Financeira
201813210011;2018;13210011;113;6264;1;Rendimentos de Aplicação Financeira
201817580111;2018;17580111;113;6440;1;Transferências do FUNDEB
201817580111;2018;17580111;113;6441;1;Transferências do FUNDEB
201817580111;2018;17580111;113;6442;1;Transferências do FUNDEB
201817580111;2018;17580111;113;6443;1;Transferências do FUNDEB
201817580111;2018;17580111;113;6444;1;Transferências do FUNDEB
201817580111;2018;17580111;113;6448;1;Transferências do FUNDEB
201817580121;2018;17580121;113;6450;1;Transferências do FUNDEB
201817580111;2018;17580111;113;6451;1;Transferências do FUNDEB
201811210111;2018;11210111;115;2261;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210111;2018;11210111;115;2262;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210113;2018;11210113;115;2263;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210113;2018;11210113;115;2264;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210111;2018;11210111;115;2265;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210113;2018;11210113;115;2266;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210113;2018;11210113;115;2267;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210112;2018;11210112;115;4411;1;Outras Receitas Correntes
201811210112;2018;11210112;115;4514;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210112;2018;11210112;115;4515;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210114;2018;11210114;115;4516;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210112;2018;11210112;115;5514;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210112;2018;11210112;115;5515;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210114;2018;11210114;115;5516;1;Outros Impostos, Taxas e Contribuições de Melhoria
201813210011;2018;13210011;115;6294;1;Rendimentos de Aplicação Financeira
201817280141;2018;17280141;116;6270;1;Outras Transferências Correntes
201813210011;2018;13210011;117;6148;1;Rendimentos de Aplicação Financeira
201811210111;2018;11210111;119;2611;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210111;2018;11210111;119;2631;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210111;2018;11210111;119;2681;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210111;2018;11210111;119;2821;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210111;2018;11210111;119;2841;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210111;2018;11210111;119;2851;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210111;2018;11210111;119;2861;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210111;2018;11210111;119;2871;1;Outros Impostos, Taxas e Contribuições de Melhoria
201819100111;2018;19100111;120;4613;1;Outras Receitas Correntes
201816100111;2018;16100111;122;9178;1;Receita de Serviços
201811210412;2018;11210412;124;2288;1;Outros Impostos, Taxas e Contribuições de Melhoria
201811210411;2018;11210411;124;2872;1;Outros Impostos, Taxas e Contribuições de Melhoria
201819100611;2018;19100611;124;3001;1;Outras Receitas Correntes
201819100611;2018;19100611;124;3004;1;Outras Receitas Correntes
201811210112;2018;11210112;124;4517;1;Outros Impostos, Taxas e Contribuições de Melhoria
201819100611;2018;19100611;124;4816;1;Outras Receitas Correntes
201813100211;2018;13100211;124;6015;1;Outras Receitas Patrimoniais
201819229911;2018;19229911;124;6656;1;Outras Receitas Correntes
201813210011;2018;13210011;129;6222;1;Rendimentos de Aplicação Financeira
201813210011;2018;13210011;130;6205;1;Rendimentos de Aplicação Financeira
201813210011;2018;13210011;132;6202;1;Rendimentos de Aplicação Financeira
201819100111;2018;19100111;132;6602;1;Outras Receitas Correntes
201819909911;2018;19909911;132;6754;1;Outras Receitas Correntes
201816909911;2018;16909911;134;6299;1;Receita de Serviços
201816909911;2018;16909911;134;9401;1;Receita de Serviços
201816909911;2018;16909911;134;9402;1;Receita de Serviços
201816909911;2018;16909911;134;9403;1;Receita de Serviços
201816909911;2018;16909911;134;9404;1;Receita de Serviços
201816909911;2018;16909911;134;9405;1;Receita de Serviços
201816909911;2018;16909911;134;9406;1;Receita de Serviços
201816909911;2018;16909911;134;9407;1;Receita de Serviços
201816909911;2018;16909911;134;9408;1;Receita de Serviços
201816909911;2018;16909911;134;9409;1;Receita de Serviços
201816909911;2018;16909911;134;9410;1;Receita de Serviços
201816909911;2018;16909911;134;9411;1;Receita de Serviços
201816909911;2018;16909911;134;9416;1;Receita de Serviços
201816909911;2018;16909911;134;9418;1;Receita de Serviços
201816909911;2018;16909911;134;9419;1;Receita de Serviços
201816909911;2018;16909911;134;9420;1;Receita de Serviços
201816909911;2018;16909911;134;9421;1;Receita de Serviços
201816909911;2018;16909911;134;9423;1;Receita de Serviços
201816909911;2018;16909911;134;9424;1;Receita de Serviços
201816909911;2018;16909911;134;9425;1;Receita de Serviços
201816909911;2018;16909911;134;9426;1;Receita de Serviços
201816909911;2018;16909911;134;9427;1;Receita de Serviços
201816909911;2018;16909911;134;9428;1;Receita de Serviços
201816909911;2018;16909911;134;9429;1;Receita de Serviços
201816909911;2018;16909911;134;9430;1;Receita de Serviços
201816909911;2018;16909911;134;9431;1;Receita de Serviços
201816909911;2018;16909911;134;9433;1;Receita de Serviços
201816909911;2018;16909911;134;9434;1;Receita de Serviços
201816909911;2018;16909911;134;9436;1;Receita de Serviços
201816909911;2018;16909911;134;9437;1;Receita de Serviços
201816909911;2018;16909911;134;9438;1;Receita de Serviços
201816909911;2018;16909911;134;9439;1;Receita de Serviços
201816909911;2018;16909911;134;9440;1;Receita de Serviços
201816909911;2018;16909911;134;9441;1;Receita de Serviços
201816909911;2018;16909911;134;9442;1;Receita de Serviços
201816909911;2018;16909911;134;9443;1;Receita de Serviços
201816909911;2018;16909911;134;9444;1;Receita de Serviços
201816909911;2018;16909911;134;9445;1;Receita de Serviços
201816909911;2018;16909911;134;9446;1;Receita de Serviços
201816909911;2018;16909911;134;9447;1;Receita de Serviços
201816909911;2018;16909911;134;9451;1;Receita de Serviços
201816909911;2018;16909911;134;9456;1;Receita de Serviços
201816909911;2018;16909911;134;9457;1;Receita de Serviços
201816909911;2018;16909911;134;9458;1;Receita de Serviços
201816909911;2018;16909911;134;9460;1;Receita de Serviços
201816909911;2018;16909911;134;9466;1;Receita de Serviços
201816909911;2018;16909911;134;9467;1;Receita de Serviços
201816909911;2018;16909911;134;9468;1;Receita de Serviços
201816909911;2018;16909911;134;9469;1;Receita de Serviços
201816909911;2018;16909911;134;9470;1;Receita de Serviços
201816909911;2018;16909911;134;9471;1;Receita de Serviços
201816909911;2018;16909911;134;9472;1;Receita de Serviços
201816909911;2018;16909911;134;9473;1;Receita de Serviços
201816909911;2018;16909911;134;9474;1;Receita de Serviços
201816909911;2018;16909911;134;9475;1;Receita de Serviços
201816909911;2018;16909911;134;9476;1;Receita de Serviços
201816909911;2018;16909911;134;9477;1;Receita de Serviços
201816909911;2018;16909911;134;9478;1;Receita de Serviços
201816909911;2018;16909911;134;9479;1;Receita de Serviços
201816909911;2018;16909911;134;9480;1;Receita de Serviços
201816909911;2018;16909911;134;9481;1;Receita de Serviços
201816909911;2018;16909911;134;9482;1;Receita de Serviços
201816909911;2018;16909911;134;9483;1;Receita de Serviços
201816909911;2018;16909911;134;9484;1;Receita de Serviços
201816909911;2018;16909911;134;9485;1;Receita de Serviços
201816909911;2018;16909911;134;9490;1;Receita de Serviços
201819100111;2018;19100111;241;4912;1;Outras Receitas Correntes
201813210011;2018;13210011;241;6005;1;Rendimentos de Aplicação Financeira
201813100211;2018;13100211;241;6011;1;Outras Receitas Patrimoniais
201813100211;2018;13100211;241;6014;1;Outras Receitas Patrimoniais
201813220011;2018;13220011;241;6020;1;Outras Receitas Patrimoniais
201813210011;2018;13210011;241;6107;1;Rendimentos de Aplicação Financeira
201813210011;2018;13210011;241;6129;1;Rendimentos de Aplicação Financeira
201813210011;2018;13210011;241;6145;1;Rendimentos de Aplicação Financeira
201816100411;2018;16100411;241;6218;1;Receita de Serviços
201816100111;2018;16100111;241;6227;1;Receita de Serviços
201816100111;2018;16100111;241;6257;1;Receita de Serviços
201813100211;2018;13100211;241;6301;1;Outras Receitas Patrimoniais
201816909911;2018;16909911;241;6303;1;Receita de Serviços
201816909911;2018;16909911;241;6306;1;Receita de Serviços
201816909911;2018;16909911;241;6309;1;Receita de Serviços
201817400011;2018;17400011;241;6365;1;Outras Transferências Correntes
201816909911;2018;16909911;241;6540;1;Receita de Serviços
201816909911;2018;16909911;241;6542;1;Receita de Serviços
201819100911;2018;19100911;241;6600;1;Outras Receitas Correntes
201819100911;2018;19100911;241;6608;1;Outras Receitas Correntes
201819229911;2018;19229911;241;6616;1;Outras Receitas Correntes
201819229911;2018;19229911;241;6619;1;Outras Receitas Correntes
201819229911;2018;19229911;241;6657;1;Outras Receitas Correntes
201819229911;2018;19229911;241;6659;1;Outras Receitas Correntes
201819229911;2018;19229911;241;6660;1;Outras Receitas Correntes
201819229911;2018;19229911;241;6662;1;Outras Receitas Correntes
201819229911;2018;19229911;241;6663;1;Outras Receitas Correntes
201819100111;2018;19100111;241;6680;1;Outras Receitas Correntes
201819909911;2018;19909911;241;6714;1;Outras Receitas Correntes
